species,latitude,longitude,country,date
Fringilla teydea,28.280712,-16.675032,Spain,2025-02-18T02:13Z
Fringilla teydea,28.11568,-16.642441,Spain,2025-02-23T22:34:56Z
Fringilla teydea,28.110118,-16.668161,Spain,2025-02-01T17:14:58Z
Fringilla teydea,28.073054,-16.608566,Spain,2025-02-20T17:00Z
Fringilla teydea,28.423372,-16.379864,Spain,2025-02-11T00:00
Fringilla teydea,28.265451,-16.481317,Spain,2025-03-11T11:38:06Z
Fringilla teydea,28.152029,-16.626623,Spain,2025-03-10T11:19Z
Fringilla teydea,28.255285,-16.470028,Spain,2025-03-24T13:48:39Z
Fringilla teydea,28.277138,-16.510369,Spain,2025-03-24T12:03Z
Fringilla teydea,28.362899,-16.570902,Spain,2025-03-27T11:27Z
Fringilla teydea,28.36543,-16.446275,Spain,2025-03-27T11:29Z
Fringilla teydea,28.262177,-16.534585,Spain,2025-03-27T11:45Z
Fringilla teydea,28.020863,-16.752143,Spain,2025-04-05T13:20:45
Fringilla teydea,28.31799,-16.684062,Spain,2025-04-16T09:53:20
Fringilla teydea,28.3884,-16.597132,Spain,2025-04-10T11:03
Fringilla teydea,28.232498,-16.462583,Spain,2025-04-10T11:37
Fringilla teydea,28.398323,-16.579799,Spain,2025-04-10T11:48
Fringilla teydea,28.377353,-16.493635,Spain,2025-04-20T11:04
Fringilla teydea,28.47027,-16.255732,Spain,2025-04-28T18:59:30
Fringilla teydea,28.378463,-16.581899,Spain,2025-04-30T10:41:26
Fringilla teydea,28.248829,-16.553985,Spain,2025-04-25T12:15
Fringilla teydea,28.24989,-16.555326,Spain,2025-04-22T15:14:55
Fringilla teydea,28.431381,-16.226022,Spain,2025-04-28T19:01:41
Fringilla teydea,28.367928,-16.691771,Spain,2025-04-30T10:36:49
Fringilla teydea,28.296404,-16.581152,Spain,2025-05-05T13:02:11
Fringilla teydea,28.427581,-16.460682,Spain,2025-05-05T18:34:36
Fringilla teydea,28.487609,-16.335778,Spain,2025-05-09T11:06:55
Fringilla teydea,28.409067,-16.340513,Spain,2025-05-09T10:07:52
Fringilla teydea,28.537749,-16.239095,Spain,2025-05-09T10:40
Fringilla teydea,28.44111,-16.339897,Spain,2025-05-05T13:07
Fringilla teydea,28.272223,-16.523244,Spain,2025-05-10T12:24
Fringilla teydea,28.281694,-16.415364,Spain,2025-05-14T12:29:32
Fringilla teydea,28.335516,-16.543959,Spain,2025-05-25T18:20
Fringilla teydea,28.259258,-16.698374,Spain,2025-06-05T11:50:27
Fringilla teydea,28.551813,-16.443208,Spain,2025-06-08T06:42
Fringilla teydea,28.343159,-16.616131,Spain,2025-06-05T11:49
Fringilla teydea,28.288482,-16.709874,Spain,2025-06-05T11:49
Fringilla teydea,28.368924,-16.647427,Spain,2025-06-05T11:49
Fringilla teydea,28.293329,-16.494532,Spain,2024-01-03T15:52:41Z
Fringilla teydea,28.22173,-16.686775,Spain,2024-01-05T16:23:48Z
Fringilla teydea,28.347728,-16.634205,Spain,2024-01-05T14:50Z
Fringilla teydea,28.206324,-16.553289,Spain,2024-01-22T18:34:29Z
Fringilla teydea,28.31336,-16.621731,Spain,2024-01-05T14:49Z
Fringilla teydea,28.123343,-16.746124,Spain,2024-02-09T16:49:13Z
Fringilla teydea,28.3298,-16.5317,Spain,2024-02-14
Fringilla teydea,28.3298,-16.5317,Spain,2024-02-14
Fringilla teydea,28.373774,-16.463772,Spain,2024-02-28T00:00
Fringilla teydea,28.295464,-16.565796,Spain,2024-02-26T00:00
Fringilla teydea,28.306025,-16.564775,Spain,2024-02-27T00:00
Fringilla teydea,28.266962,-16.747192,Spain,2024-02-26T00:00
Fringilla teydea,28.329557,-16.532602,Spain,2024-02-27T00:00
Fringilla teydea,28.393385,-16.435144,Spain,2024-02-28T00:00
Fringilla teydea,28.253169,-16.714218,Spain,2024-03-21T10:05Z
Fringilla teydea,28.182883,-16.670597,Spain,2024-03-21T15:28Z
Fringilla teydea,28.066384,-16.653291,Spain,2024-03-21T15:27Z
Fringilla teydea,28.07125,-16.750974,Spain,2024-03-25T11:11:25Z
Fringilla teydea,28.35205,-16.719441,Spain,2024-03-29T12:59:05Z
Fringilla teydea,28.367806,-16.432588,Spain,2024-03-27T20:13Z
Fringilla teydea,28.342029,-16.788851,Spain,2024-03-29T10:12:34Z
Fringilla teydea,28.388878,-16.51982,Spain,2024-03-15T11:55Z
Fringilla teydea,28.329557,-16.532602,Spain,2024-03-01T00:00
Fringilla teydea,28.191422,-16.668663,Spain,2024-03-06T00:00
Fringilla teydea,28.501328,-16.320298,Spain,2024-04-17T14:49:45
Fringilla teydea,28.325454,-16.553309,Spain,2024-04-20T14:09:16
Fringilla teydea,28.394525,-16.484445,Spain,2024-04-21T11:00:01
Fringilla teydea,28.336025,-16.765615,Spain,2024-04-21T11:09:11
Fringilla teydea,28.556641,-16.370283,Spain,2024-04-26T10:48:04
Fringilla teydea,28.280478,-16.423154,Spain,2024-04-27T15:01
Fringilla teydea,28.211558,-16.597968,Spain,2024-04-27T17:21
Fringilla teydea,28.334316,-16.578359,Spain,2024-05-01T13:00
Fringilla teydea,28.19404,-16.704798,Spain,2024-05-08T18:19:49
Fringilla teydea,28.244963,-16.504102,Spain,2024-05-16T10:58
Fringilla teydea,28.07798,-16.697832,Spain,2024-05-26T15:26:37
Fringilla teydea,28.352867,-16.408559,Spain,2024-05-29T12:18:33
Fringilla teydea,28.216059,-16.506712,Spain,2024-05-29T12:23:10
Fringilla teydea,28.267532,-16.565372,Spain,2024-05-29T13:38:02
Fringilla teydea,28.26528,-16.478447,Spain,2024-05-28T10:58:49
Fringilla teydea,28.371984,-16.529609,Spain,2024-05-29T13:02:10
Fringilla teydea,28.297447,-16.581635,Spain,2024-06-01T18:16:39
Fringilla teydea,28.368039,-16.48607,Spain,2024-06-05T11:48:02
Fringilla teydea,28.23455,-16.605135,Spain,2024-06-06T11:58:24
Fringilla teydea,28.307464,-16.522713,Spain,2024-07-26T08:58
Fringilla teydea,28.232594,-16.694789,Spain,2024-07-09T10:51
Fringilla teydea,28.32056,-16.661857,Spain,2024-07-09T10:51
Fringilla teydea,28.123896,-16.680669,Spain,2024-07-16T10:44
Fringilla teydea,28.187075,-16.627986,Spain,2024-07-16T10:46
Fringilla teydea,28.062967,-16.790835,Spain,2024-07-16T10:48
Fringilla teydea,28.033572,-16.701931,Spain,2024-07-16T10:48
Fringilla teydea,28.140716,-16.735714,Spain,2024-07-16T10:49
Fringilla teydea,28.142458,-16.677158,Spain,2024-07-16T10:50
Fringilla teydea,28.002365,-16.798205,Spain,2024-07-16T10:51
Fringilla teydea,28.199715,-16.633694,Spain,2024-07-16T10:53
Fringilla teydea,28.165205,-16.664704,Spain,2024-07-16T11:12
Fringilla teydea,28.433495,-16.370966,Spain,2024-07-09T12:36
Fringilla teydea,28.318029,-16.548276,Spain,2024-09-20T15:10:40
Fringilla teydea,28.3479,-16.5324,Spain,2024-09-20
Fringilla teydea,28.3479,-16.5324,Spain,2024-09-20
Fringilla teydea,28.1906,-16.6662,Spain,2024-09-25
Fringilla teydea,28.089641,-16.718517,Spain,2024-10-19T17:08:26
Fringilla teydea,28.295697,-16.584587,Spain,2024-10-15T15:49
Fringilla teydea,28.218489,-16.461123,Spain,2024-10-15T16:01
Fringilla teydea,28.369415,-16.421795,Spain,2024-11-19T12:42:30Z
Fringilla teydea,28.3057,-16.5649,Spain,2024-11-27
Fringilla teydea,28.3057,-16.5649,Spain,2024-11-27
Fringilla teydea,28.1892,-16.6654,Spain,2024-11-30
Fringilla teydea,28.304468,-16.566231,Spain,2024-11-09T00:00
Fringilla teydea,28.329557,-16.532602,Spain,2024-11-09T00:00
Fringilla teydea,28.273489,-16.482136,Spain,2024-12-02T13:10Z
Fringilla teydea,28.080443,-16.761575,Spain,2024-12-04T15:52Z
Fringilla teydea,28.341609,-16.417617,Spain,2024-12-04T11:23Z
Fringilla teydea,28.192551,-16.784555,Spain,2024-12-04T16:03Z
Fringilla teydea,28.142764,-16.682412,Spain,2024-12-04T16:05Z
Fringilla teydea,28.490373,-16.400294,Spain,2024-12-19T15:37Z
Fringilla teydea,28.331231,-16.529611,Spain,2024-12-27T14:43Z
Fringilla teydea,28.319251,-16.477884,Spain,2024-12-27T16:49Z
Fringilla teydea,28.083414,-16.658856,Spain,2024-12-04T15:56Z
Fringilla teydea,28.226366,-16.410605,Spain,2023-01-14T17:59Z
Fringilla teydea,28.328638,-16.654365,Spain,2023-01-26T12:23Z
Fringilla teydea,28.253156,-16.664172,Spain,2023-01-26T13:11Z
Fringilla teydea,28.206855,-16.726023,Spain,2023-01-26T13:33Z
Fringilla teydea,28.371052,-16.49411,Spain,2023-01-15T10:28:08Z
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-03
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-04
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-04
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-08
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-07
Fringilla teydea,28.214346,-16.635792,Spain,2023-01-15
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-11
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-17
Fringilla teydea,28.18951,-16.664484,Spain,2023-01-18
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-18
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-19
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-19
Fringilla teydea,28.155806,-16.637995,Spain,2023-01-18
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-19
Fringilla teydea,28.189589,-16.604729,Spain,2023-01-12
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-13
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-24
Fringilla teydea,28.29529,-16.75746,Spain,2023-01-24
Fringilla teydea,28.190697,-16.665648,Spain,2023-01-24
Fringilla teydea,28.316326,-16.574028,Spain,2023-01-24
Fringilla teydea,28.30488,-16.56657,Spain,2023-01-26
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-23
Fringilla teydea,28.190191,-16.665777,Spain,2023-01-28
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-13
Fringilla teydea,28.30488,-16.56657,Spain,2023-01-28
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-28
Fringilla teydea,28.329643,-16.53273,Spain,2023-01-28
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-29
Fringilla teydea,28.294386,-16.759296,Spain,2023-01-29
Fringilla teydea,28.423386,-16.379887,Spain,2023-01-07
Fringilla teydea,28.298534,-16.754255,Spain,2023-01-19
Fringilla teydea,28.323594,-16.510318,Spain,2023-02-01T09:52:37Z
Fringilla teydea,28.157397,-16.682852,Spain,2023-02-17T13:54:16Z
Fringilla teydea,28.552566,-16.384111,Spain,2023-02-26T18:43:11Z
Fringilla teydea,28.458767,-16.369359,Spain,2023-02-26T18:42:52Z
Fringilla teydea,28.1906,-16.6662,Spain,2023-02-20
Fringilla teydea,28.423386,-16.379887,Spain,2023-02-02
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-03
Fringilla teydea,28.329643,-16.53273,Spain,2023-02-03
Fringilla teydea,28.34485,-16.482157,Spain,2023-02-04
Fringilla teydea,28.34485,-16.482157,Spain,2023-02-04
Fringilla teydea,28.28654,-16.759615,Spain,2023-02-06
Fringilla teydea,28.419706,-16.37705,Spain,2023-02-06
Fringilla teydea,28.273762,-16.76827,Spain,2023-02-08
Fringilla teydea,28.284815,-16.763945,Spain,2023-02-08
Fringilla teydea,28.286022,-16.758339,Spain,2023-02-08
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-09
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-09
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-10
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-13
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-14
Fringilla teydea,28.190191,-16.665777,Spain,2023-02-14
Columba bollii,28.540645,-16.286245,Spain,2025-01-03T16:22:52Z
Columba bollii,28.528947,-16.30258,Spain,2025-01-06T15:11:24Z
Columba bollii,28.538283,-16.31013,Spain,2025-01-18T15:29:07Z
Columba bollii,28.606861,-17.786873,Spain,2025-01-15T18:10Z
Columba bollii,28.526653,-16.283807,Spain,2025-01-27T13:25Z
Columba bollii,28.554796,-16.264403,Spain,2025-01-26T12:19Z
Columba bollii,28.555226,-16.263054,Spain,2025-01-26T14:35Z
Columba bollii,28.127541,-17.258264,Spain,2025-01-28T12:10Z
Columba bollii,28.335667,-16.807469,Spain,2025-01-13T15:56Z
Columba bollii,28.358661,-16.786299,Spain,2025-01-10
Columba bollii,28.329459,-16.807272,Spain,2025-01-12
Columba bollii,28.328811,-16.806704,Spain,2025-01-12
Columba bollii,28.817396,-17.904893,Spain,2025-01-19
Columba bollii,28.329429,-16.810151,Spain,2025-01-22
Columba bollii,28.328295,-16.80717,Spain,2025-01-29
Columba bollii,28.827994,-17.903911,Spain,2025-02-11T19:17:46Z
Columba bollii,28.799387,-17.773375,Spain,2025-02-24T14:03Z
Columba bollii,28.328273,-16.807154,Spain,2025-02-02
Columba bollii,28.328672,-16.807894,Spain,2025-02-06
Columba bollii,28.357677,-16.787601,Spain,2025-02-03
Columba bollii,28.126154,-17.257862,Spain,2025-02-02
Columba bollii,28.329537,-16.809723,Spain,2025-02-09
Columba bollii,28.329598,-16.810061,Spain,2025-02-19
Columba bollii,28.328039,-16.806198,Spain,2025-02-23
Columba bollii,28.357593,-16.787969,Spain,2025-02-23
Columba bollii,28.175184,-17.250721,Spain,2025-02-27
Columba bollii,28.126539,-17.257658,Spain,2025-02-26
Columba bollii,28.762765,-17.77475,Spain,2025-03-09T13:23:52Z
Columba bollii,28.357662,-16.532817,Spain,2025-03-10T08:19:45Z
Columba bollii,28.357703,-16.532745,Spain,2025-03-10T08:37:07Z
Columba bollii,28.524109,-16.283846,Spain,2025-03-12T09:32Z
Columba bollii,28.32272,-16.816375,Spain,2025-03-20T18:49:42Z
Columba bollii,28.327941,-16.807225,Spain,2025-03-09T11:33Z
Columba bollii,28.317585,-16.807341,Spain,2025-03-09T17:55Z
Columba bollii,28.31707,-16.809932,Spain,2025-03-09T18:11Z
Columba bollii,28.766285,-17.771748,Spain,2025-03-14T10:46Z
Columba bollii,28.555457,-16.220661,Spain,2025-03-03
Columba bollii,28.763283,-17.777031,Spain,2025-03-09
Columba bollii,28.762494,-17.77883,Spain,2025-03-09
Columba bollii,28.766807,-17.769855,Spain,2025-03-09
Columba bollii,28.329336,-16.810122,Spain,2025-03-02
Columba bollii,28.32933,-16.810091,Spain,2025-03-02
Columba bollii,28.325951,-16.809361,Spain,2025-03-02
Columba bollii,28.329538,-16.810141,Spain,2025-03-18
Columba bollii,28.329311,-16.81015,Spain,2025-03-20
Columba bollii,28.329734,-16.811933,Spain,2025-03-20
Columba bollii,28.329838,-16.809171,Spain,2025-03-20
Columba bollii,28.32526,-16.813404,Spain,2025-03-23
Columba bollii,28.327971,-16.809111,Spain,2025-03-29
Columba bollii,28.327669,-16.808517,Spain,2025-03-31
Columba bollii,28.325781,-16.808781,Spain,2025-03-31
Columba bollii,28.314655,-16.813734,Spain,2025-04-11T11:08:36
Columba bollii,28.35805,-16.786995,Spain,2025-04-14T11:02:43
Columba bollii,28.331107,-16.823984,Spain,2025-04-16T12:07:17
Columba bollii,28.141661,-17.23776,Spain,2025-04-18T16:35:49
Columba bollii,28.797623,-17.788626,Spain,2025-04-08
Columba bollii,28.32937,-16.810122,Spain,2025-04-15
Columba bollii,28.125906,-17.258825,Spain,2025-04-18
Columba bollii,28.324607,-16.811262,Spain,2025-04-23
Columba bollii,28.360512,-16.780067,Spain,2025-04-25
Columba bollii,28.550267,-16.230136,Spain,2025-05-03
Columba bollii,28.550073,-16.230545,Spain,2025-05-03
Columba bollii,28.523972,-16.291825,Spain,2025-05-03
Columba bollii,28.550512,-16.23012,Spain,2025-05-03
Columba bollii,28.550581,-16.230186,Spain,2025-05-03
Columba bollii,28.549984,-16.23052,Spain,2025-05-03
Columba bollii,28.55048,-16.230082,Spain,2025-05-03
Columba bollii,28.523972,-16.291825,Spain,2025-05-03
Columba bollii,28.352266,-16.814443,Spain,2025-05-13
Columba bollii,28.328664,-16.807782,Spain,2025-05-16
Columba bollii,28.329337,-16.810091,Spain,2025-05-16
Columba bollii,28.329485,-16.809912,Spain,2025-05-06
Columba bollii,28.329149,-16.808958,Spain,2025-05-22
Columba bollii,28.329405,-16.810049,Spain,2025-05-24
Columba bollii,28.329286,-16.810218,Spain,2025-05-24
Columba bollii,28.32852,-16.808485,Spain,2025-05-24
Columba bollii,28.329336,-16.810141,Spain,2025-05-24
Columba bollii,28.328293,-16.807178,Spain,2025-05-24
Columba bollii,28.329346,-16.810101,Spain,2025-05-29
Columba bollii,28.328396,-16.807095,Spain,2025-05-29
Columba bollii,28.329717,-16.809522,Spain,2025-05-01
Columba bollii,28.330107,-16.809356,Spain,2025-05-01
Columba bollii,28.79611,-17.790304,Spain,2025-06-02
Columba bollii,28.791771,-17.801479,Spain,2025-06-02
Columba bollii,28.138969,-17.223866,Spain,2025-06-15
Columba bollii,28.537997,-16.308403,Spain,2024-01-06T13:55:05Z
Columba bollii,27.736064,-18.085944,Spain,2024-01-12T15:23Z
Columba bollii,28.126501,-17.256495,Spain,2024-01-31T16:23Z
Columba bollii,28.766911,-17.769926,Spain,2024-01-15T06:14Z
Columba bollii,28.135128,-17.219305,Spain,2024-01-02
Columba bollii,28.131638,-17.213867,Spain,2024-01-02
Columba bollii,28.137146,-17.214984,Spain,2024-01-30
Columba bollii,28.136535,-17.215135,Spain,2024-01-31
Columba bollii,28.329439,-16.810099,Spain,2024-01-31
Columba bollii,28.32955,-16.809848,Spain,2024-01-31
Columba bollii,28.329395,-16.810093,Spain,2024-01-31
Columba bollii,28.122928,-17.215463,Spain,2024-01-15
Columba bollii,28.329363,-16.810053,Spain,2024-01-31
Columba bollii,28.366309,-16.817878,Spain,2024-02-12T14:20:27Z
Columba bollii,28.126692,-17.257391,Spain,2024-02-01
Columba bollii,28.126688,-17.257643,Spain,2024-02-01
Columba bollii,28.557423,-16.172342,Spain,2024-02-11
Columba bollii,28.330498,-16.810349,Spain,2024-02-23
Columba bollii,28.191374,-17.287222,Spain,2024-02-12
Columba bollii,28.174459,-17.291029,Spain,2024-02-12
Columba bollii,28.15531,-17.274164,Spain,2024-02-10
Columba bollii,28.124023,-17.222965,Spain,2024-02-09
Columba bollii,28.32,-16.82,Spain,2024-02-20
Columba bollii,28.163078,-17.299508,Spain,2024-02-25
Columba bollii,28.330261,-16.810337,Spain,2024-02-26
Columba bollii,28.792923,-17.795484,Spain,2024-03-19T18:01Z
Columba bollii,28.384584,-16.624846,Spain,2024-03-04
Columba bollii,28.330664,-16.810259,Spain,2024-03-08
Columba bollii,28.329409,-16.810085,Spain,2024-03-08
Columba bollii,28.552683,-16.27755,Spain,2024-03-07
Columba bollii,28.569946,-16.163738,Spain,2024-03-11
Columba bollii,28.570234,-16.166279,Spain,2024-03-11
Columba bollii,28.327129,-16.812466,Spain,2024-03-16
Columba bollii,28.323692,-16.815857,Spain,2024-03-20
Columba bollii,28.123552,-17.215876,Spain,2024-03-21
Columba bollii,28.53137,-16.28031,Spain,2024-03-24
Columba bollii,28.539497,-16.274841,Spain,2024-03-24
Columba bollii,28.136657,-17.215383,Spain,2024-03-27
Columba bollii,28.153809,-17.236849,Spain,2024-03-28
Columba bollii,28.766947,-17.769758,Spain,2024-03-16T00:00
Columba bollii,28.530976,-16.283523,Spain,2024-04-02T10:36:21
Columba bollii,28.152489,-17.24755,Spain,2024-04-20T10:55:29
Columba bollii,28.825753,-17.823027,Spain,2024-04-22T11:01
Columba bollii,28.151922,-17.2523,Spain,2024-04-20T09:51:07
Columba bollii,28.793154,-17.794796,Spain,2024-04-10
Columba bollii,28.793396,-17.793589,Spain,2024-04-10
Columba bollii,28.797789,-17.787697,Spain,2024-04-10
Columba bollii,28.754509,-17.782961,Spain,2024-04-11
Columba bollii,28.140354,-17.286324,Spain,2024-04-06
Columba bollii,28.532841,-16.263878,Spain,2024-04-14
Columba bollii,28.532841,-16.263878,Spain,2024-04-14
Columba bollii,28.364745,-16.748797,Spain,2024-04-23
Columba bollii,28.328987,-16.809048,Spain,2024-04-24
Columba bollii,28.334453,-16.798439,Spain,2024-04-25
Columba bollii,28.356212,-16.7764,Spain,2024-04-28
Columba bollii,28.360255,-16.770443,Spain,2024-04-29
Columba bollii,28.328857,-16.80873,Spain,2024-05-02
Columba bollii,28.345157,-16.879731,Spain,2024-05-18
Columba bollii,28.532524,-16.263778,Spain,2024-05-24
Columba bollii,28.532913,-16.264052,Spain,2024-05-26
Columba bollii,28.329455,-16.810232,Spain,2024-06-01
Columba bollii,28.76697,-17.770842,Spain,2024-07-01T16:29
Columba bollii,28.766963,-17.77078,Spain,2024-07-01T16:33
Columba bollii,28.316443,-16.82217,Spain,2024-07-27T16:50
Columba bollii,28.766642,-17.77071,Spain,2024-07-05
Columba bollii,28.328409,-16.814575,Spain,2024-07-09
Columba bollii,28.329955,-16.809127,Spain,2024-08-25
Columba bollii,28.329316,-16.809265,Spain,2024-08-25
Columba bollii,28.329294,-16.809587,Spain,2024-08-25
Columba bollii,28.759727,-17.773417,Spain,2024-08-27
Columba bollii,28.329357,-16.810133,Spain,2024-09-15
Columba bollii,28.329401,-16.810104,Spain,2024-09-15
Columba bollii,28.329387,-16.810236,Spain,2024-09-15
Columba bollii,28.32934,-16.810114,Spain,2024-09-16
Columba bollii,28.32939,-16.810087,Spain,2024-09-16
Columba bollii,28.329458,-16.810158,Spain,2024-09-17
Columba bollii,28.316885,-16.769926,Spain,2024-09-19
Columba bollii,28.318499,-16.771561,Spain,2024-09-19
Columba bollii,28.136216,-17.215193,Spain,2024-10-29T09:44Z
Columba bollii,28.765574,-17.772018,Spain,2024-10-06
Columba bollii,28.764416,-17.771587,Spain,2024-10-06
Columba bollii,28.765732,-17.772032,Spain,2024-10-09
Columba bollii,28.613426,-17.835939,Spain,2024-10-10
Columba bollii,28.791542,-17.799446,Spain,2024-10-05
Columba bollii,28.794228,-17.792498,Spain,2024-10-05
Columba bollii,28.795094,-17.791399,Spain,2024-10-05
Columba bollii,28.76391,-17.776775,Spain,2024-11-10T16:35:06Z
Columba bollii,28.561757,-16.29068,Spain,2024-11-02
Columba bollii,28.562398,-16.290795,Spain,2024-11-03
Columba bollii,28.551354,-16.263269,Spain,2024-11-03
Columba bollii,28.53255,-16.263794,Spain,2024-11-04
Columba bollii,28.329357,-16.810152,Spain,2024-11-02
Columba bollii,28.32493,-16.849454,Spain,2024-11-07
Columba bollii,28.755169,-17.765579,Spain,2024-11-15
Columba bollii,28.13611,-17.214629,Spain,2024-11-19
Columba bollii,28.135925,-17.214617,Spain,2024-11-19
Columba bollii,28.529627,-16.290689,Spain,2024-11-10
Columba bollii,28.376524,-16.624863,Spain,2024-11-17
Columba bollii,28.530797,-16.284823,Spain,2024-12-01T14:26:27Z
Columba bollii,28.329389,-16.809938,Spain,2024-12-03T15:23Z
Columba bollii,28.528461,-16.065136,Spain,2024-12-08T13:12Z
Columba bollii,28.407984,-16.439237,Spain,2024-12-19T17:01Z
Columba bollii,28.335094,-16.845702,Spain,2024-12-30T14:23:40Z
Columba bollii,28.331089,-16.810171,Spain,2024-12-06
Columba bollii,28.328768,-16.807615,Spain,2024-12-06
Columba bollii,28.313429,-16.758543,Spain,2024-12-02
Columba bollii,28.75542,-17.780249,Spain,2024-12-16
Columba bollii,28.286749,-16.767497,Spain,2024-12-19
Columba bollii,28.329458,-16.810117,Spain,2024-12-25
Columba bollii,28.322482,-16.821961,Spain,2024-12-25
Columba bollii,28.329495,-16.810075,Spain,2024-12-25
Columba bollii,28.328767,-16.807548,Spain,2024-12-25
Columba bollii,28.336211,-16.5314,Spain,2024-12-26
Columba bollii,28.329391,-16.810015,Spain,2024-12-30
Columba bollii,28.329309,-16.810211,Spain,2024-12-31
Plecotus teneriffae,28.391112,-16.759244,Spain,2021-12-10T17:25
Plecotus teneriffae,28.259363,-16.770092,Spain,2021-12-10
Plecotus teneriffae,28.259411,-16.770046,Spain,2021-12-10
Plecotus teneriffae,28.259363,-16.770092,Spain,2021-12-10
Plecotus teneriffae,28.166749,-16.637518,Spain,2017-12-15
Plecotus teneriffae,28.167617,-16.637555,Spain,2010-11-17
Plecotus teneriffae,28.167617,-16.637555,Spain,2010-11-17
Plecotus teneriffae,28.43,-16.280001,Spain,2007
Plecotus teneriffae,28.33,-16.379999,Spain,2007
Plecotus teneriffae,28.42,-16.379999,Spain,2007
Plecotus teneriffae,28.24,-16.48,Spain,2007
Plecotus teneriffae,28.33,-16.48,Spain,2007
Plecotus teneriffae,28.42,-16.48,Spain,2007
Plecotus teneriffae,28.15,-16.58,Spain,2007
Plecotus teneriffae,28.24,-16.58,Spain,2007
Plecotus teneriffae,28.33,-16.58,Spain,2007
Plecotus teneriffae,28.42,-16.58,Spain,2007
Plecotus teneriffae,28.15,-16.68,Spain,2007
Plecotus teneriffae,28.24,-16.68,Spain,2007
Plecotus teneriffae,28.33,-16.68,Spain,2007
Plecotus teneriffae,28.42,-16.68,Spain,2007
Plecotus teneriffae,28.24,-16.780001,Spain,2007
Plecotus teneriffae,28.33,-16.790001,Spain,2007
Plecotus teneriffae,28.68,-17.709999,Spain,2007
Plecotus teneriffae,28.77,-17.709999,Spain,2007
Plecotus teneriffae,28.49,-17.809999,Spain,2007
Plecotus teneriffae,28.58,-17.809999,Spain,2007
Plecotus teneriffae,28.67,-17.809999,Spain,2007
Plecotus teneriffae,28.76,-17.82,Spain,2007
Plecotus teneriffae,27.77,-17.889999,Spain,2007
Plecotus teneriffae,28.58,-17.91,Spain,2007
Plecotus teneriffae,28.67,-17.92,Spain,2007
Plecotus teneriffae,27.68,-17.99,Spain,2007
Plecotus teneriffae,27.77,-17.99,Spain,2007
Plecotus teneriffae,28.053141,-16.71757,Spain,1978-01-08
Plecotus teneriffae,27.77,-18.11,Spain,NA
Plecotus teneriffae,27.68,-18.01,Spain,NA
Plecotus teneriffae,27.77,-18.01,Spain,NA
Plecotus teneriffae,27.68,-17.99,Spain,NA
Plecotus teneriffae,27.77,-17.99,Spain,NA
Plecotus teneriffae,27.77,-17.89,Spain,NA
Plecotus teneriffae,28.58,-17.91,Spain,NA
Plecotus teneriffae,28.67,-17.92,Spain,NA
Plecotus teneriffae,28.49,-17.81,Spain,NA
Plecotus teneriffae,28.58,-17.81,Spain,NA
Plecotus teneriffae,28.67,-17.81,Spain,NA
Plecotus teneriffae,28.76,-17.82,Spain,NA
Plecotus teneriffae,28.68,-17.71,Spain,NA
Plecotus teneriffae,28.77,-17.71,Spain,NA
Plecotus teneriffae,28.24,-16.78,Spain,NA
Plecotus teneriffae,28.33,-16.79,Spain,NA
Plecotus teneriffae,28.15,-16.68,Spain,NA
Plecotus teneriffae,28.24,-16.68,Spain,NA
Plecotus teneriffae,28.33,-16.68,Spain,NA
Plecotus teneriffae,28.42,-16.68,Spain,NA
Plecotus teneriffae,28.15,-16.58,Spain,NA
Plecotus teneriffae,28.24,-16.58,Spain,NA
Plecotus teneriffae,28.33,-16.58,Spain,NA
Plecotus teneriffae,28.42,-16.58,Spain,NA
Plecotus teneriffae,28.24,-16.48,Spain,NA
Plecotus teneriffae,28.33,-16.48,Spain,NA
Plecotus teneriffae,28.42,-16.48,Spain,NA
Plecotus teneriffae,28.33,-16.38,Spain,NA
